Cidade;Latitude;Longitude
NOVA SERRANA;-19,875867;-44,985579
NOVO CRUZEIRO;-17,474889;-41,875392
NOVO ORIENTE DE MINAS;-17,409166;-41,222097
NOVORIZONTE;-16,019539;-42,416781
OLARIA;-21,864773;-43,930927
OLHOS-D'ÁGUA;-17,4019;-43,571411
OLÍMPIO NORONHA;-22,06696;-45,264136
OLIVEIRA;-20,697516;-44,826411
OLIVEIRA FORTES;-21,339493;-43,462544
ONÇA DE PITANGUI;-19,745524;-44,808382
ORATÓRIOS;-20,430996;-42,806339
ORIZÂNIA;-20,504121;-42,202946
OURO BRANCO;-20,523583;-43,694771
OURO FINO;-22,283524;-46,380081
OURO PRETO;-20,386776;-43,506448
OURO VERDE DE MINAS;-18,069339;-41,268709
PADRE CARVALHO;-16,365103;-42,520745
PADRE PARAÍSO;-17,076319;-41,484965
PAINEIRAS;-18,902217;-45,538758
PAINS;-20,370917;-45,660813
PAI PEDRO;-15,537066;-43,070556
PAIVA;-21,287852;-43,418833
PALMA;-21,372561;-42,315826
PALMÓPOLIS;-16,734467;-40,420398
PAPAGAIOS;-19,455537;-44,744702
PARACATU;-17,219742;-46,875419
PARÁ DE MINAS;-19,864738;-44,60538
PARAGUAÇU;-21,547316;-45,732695
PARAISÓPOLIS;-22,555193;-45,781704
PARAOPEBA;-19,281429;-44,403117
PASSABÉM;-19,350982;-43,143814
PASSA QUATRO;-22,389798;-44,969639
PASSA TEMPO;-20,652388;-44,493417
PASSA-VINTE;-22,208977;-44,231049
PASSOS;-20,719212;-46,611413
PATIS;-16,079276;-44,082705
PATOS DE MINAS;-18,592571;-46,515916
PATROCÍNIO;-18,940813;-46,997438
PATROCÍNIO DO MURIAÉ;-21,151711;-42,212653
PAULA CÂNDIDO;-20,870162;-42,983155
PAULISTAS;-18,431738;-42,872625
PAVÃO;-17,43269;-41,000113
PEÇANHA;-18,546889;-42,563186
PEDRA AZUL;-16,005923;-41,281752
PEDRA BONITA;-20,520018;-42,332134
PEDRA DO ANTA;-20,596011;-42,715933
PEDRA DO INDAIÁ;-20,253596;-45,20981
PEDRA DOURADA;-20,829946;-42,154539
PEDRALVA;-22,254226;-45,465972
PEDRAS DE MARIA DA CRUZ;-15,599012;-44,392444
PEDRINÓPOLIS;-19,22772;-47,460617
PEDRO LEOPOLDO;-19,618396;-44,045884
PEDRO TEIXEIRA;-21,706807;-43,745459
PEQUERI;-21,836904;-43,126286
PEQUI;-19,627987;-44,653442
PERDIGÃO;-19,955123;-45,079363
PERDIZES;-19,338658;-47,292008
PERDÕES;-21,094519;-45,093088
PERIQUITO;-19,154485;-42,234725
PESCADOR;-18,353629;-41,601623
PIAU;-21,504618;-43,329125
PIEDADE DE CARATINGA;-19,759213;-42,074264
PIEDADE DE PONTE NOVA;-20,247665;-42,735239
PIEDADE DO RIO GRANDE;-21,469733;-44,202502
PIEDADE DOS GERAIS;-20,46101;-44,227916
PIMENTA;-20,483195;-45,799087
PINGO-D'ÁGUA;-19,728608;-42,408666
PINTÓPOLIS;-16,05499;-45,149507
PIRACEMA;-20,508996;-44,478472
PIRAJUBA;-19,908505;-48,696638
PIRANGA;-20,685144;-43,287346
PIRANGUÇU;-22,526494;-45,493272
PIRANGUINHO;-22,411873;-45,534739
PIRAPETINGA;-21,655972;-42,348431
PIRAPORA;-17,349582;-44,951065
PIRAÚBA;-21,27655;-43,018131
PITANGUI;-19,680597;-44,890119
PIUMHI;-20,470883;-45,960569
PLANURA;-20,138663;-48,699919
POÇO FUNDO;-21,784693;-45,96497
POÇOS DE CALDAS;-21,787364;-46,56641
POCRANE;-19,620144;-41,629001
POMPÉU;-19,220957;-45,001871
PONTE NOVA;-20,416643;-42,909684
PONTO CHIQUE;-16,63304;-45,063135
PONTO DOS VOLANTES;-16,75452;-41,507808
PORTEIRINHA;-15,746838;-43,028523
PORTO FIRME;-20,668267;-43,091411
POTÉ;-17,801369;-41,788386
POUSO ALEGRE;-22,230303;-45,937144
POUSO ALTO;-22,190942;-44,975344
PRADOS;-21,056014;-44,07328
PRATA;-19,308211;-48,923846
PRATÁPOLIS;-20,744184;-46,860917
PRATINHA;-19,756945;-46,378449
PRESIDENTE BERNARDES;-20,765678;-43,190056
PRESIDENTE JUSCELINO;-18,640782;-44,054182
PRESIDENTE KUBITSCHEK;-18,61549;-43,557448
PRESIDENTE OLEGÁRIO;-18,414742;-46,417789
ALTO JEQUITIBÁ;-20,422927;-41,967175
PRUDENTE DE MORAIS;-19,48356;-44,158391
QUARTEL GERAL;-19,26769;-45,558863
QUELUZITO;-20,742384;-43,880027
RAPOSOS;-19,965599;-43,804774
RAUL SOARES;-20,101959;-42,454168
RECREIO;-21,533785;-42,471395
REDUTO;-20,24268;-41,985199
RESENDE COSTA;-20,917369;-44,239404
RESPLENDOR;-19,325484;-41,253967
RESSAQUINHA;-21,055301;-43,758706
RIACHINHO;-16,216826;-46,002747
RIACHO DOS MACHADOS;-15,998034;-43,044564
RIBEIRÃO DAS NEVES;-19,766022;-44,085824
RIBEIRÃO VERMELHO;-21,190414;-45,064782
RIO ACIMA;-20,09513;-43,790854
RIO CASCA;-20,226513;-42,65223
RIO DOCE;-20,244646;-42,895681
RIO DO PRADO;-16,609408;-40,571894
RIO ESPERA;-20,85808;-43,465333
RIO MANSO;-20,261682;-44,310205
RIO NOVO;-21,483249;-43,128669
RIO PARANAÍBA;-19,191238;-46,242753
RIO PARDO DE MINAS;-15,613078;-42,541232
RIO PIRACICABA;-19,954941;-43,179824
RIO POMBA;-21,272191;-43,177806
RIO PRETO;-22,086922;-43,829466
RIO VERMELHO;-18,301111;-43,022439
RITÁPOLIS;-21,023253;-44,323478
ROCHEDO DE MINAS;-21,63146;-43,022069
RODEIRO;-21,200705;-42,868676
ROMARIA;-18,88348;-47,581755
ROSÁRIO DA LIMEIRA;-20,981298;-42,50606
RUBELITA;-16,402966;-42,264762
RUBIM;-16,372974;-40,536941
SABARÁ;-19,892495;-43,825557
SABINÓPOLIS;-18,671815;-43,088204
SACRAMENTO;-19,863576;-47,436555
SALINAS;-16,169856;-42,293506
SALTO DA DIVISA;-15,997571;-39,950756
SANTA BÁRBARA;-19,965591;-43,405221
SANTA BÁRBARA DO LESTE;-19,975793;-42,140841
SANTA BÁRBARA DO MONTE VERDE;-21,957267;-43,701774
SANTA BÁRBARA DO TUGÚRIO;-21,246208;-43,558949
SANTA CRUZ DE MINAS;-21,119471;-44,223258
SANTA CRUZ DE SALINAS;-16,094356;-41,750355
SANTA CRUZ DO ESCALVADO;-20,238277;-42,818453
SANTA EFIGÊNIA DE MINAS;-18,819838;-42,439313
SANTA FÉ DE MINAS;-16,687373;-45,413633
SANTA HELENA DE MINAS;-16,936308;-40,686289
SANTA JULIANA;-19,311299;-47,527144
SANTA LUZIA;-19,767617;-43,850007
SANTA MARGARIDA;-20,377925;-42,252536
SANTA MARIA DE ITABIRA;-19,459011;-43,11015
SANTA MARIA DO SALTO;-16,247573;-40,146933
SANTA MARIA DO SUAÇUÍ;-18,192252;-42,417802
SANTANA DA VARGEM;-21,248962;-45,507121
SANTANA DE CATAGUASES;-21,284028;-42,554605
SANTANA DE PIRAPAMA;-19,006886;-44,038103
SANTANA DO DESERTO;-21,949692;-43,172318
SANTANA DO GARAMBÉU;-21,601832;-44,110873
SANTANA DO JACARÉ;-20,901677;-45,128049
SANTANA DO MANHUAÇU;-20,108546;-41,923497
SANTANA DO PARAÍSO;-19,369099;-42,552583
SANTANA DO RIACHO;-19,170092;-43,711459
SANTANA DOS MONTES;-20,789735;-43,705998
SANTA RITA DE CALDAS;-22,026435;-46,338626
SANTA RITA DE JACUTINGA;-22,148461;-44,100442
SANTA RITA DE MINAS;-19,87521;-42,131781
SANTA RITA DE IBITIPOCA;-21,56123;-43,916761
SANTA RITA DO ITUETO;-19,359813;-41,379278
SANTA RITA DO SAPUCAÍ;-22,25333;-45,703988
SANTA ROSA DA SERRA;-19,532621;-45,970664
SANTA VITÓRIA;-18,843948;-50,123465
SANTO ANTÔNIO DO AMPARO;-20,946249;-44,918675
SANTO ANTÔNIO DO AVENTUREIRO;-21,755828;-42,811637
SANTO ANTÔNIO DO GRAMA;-20,3125;-42,613899
SANTO ANTÔNIO DO ITAMBÉ;-18,468972;-43,303779
SANTO ANTÔNIO DO JACINTO;-16,537683;-40,175337
SANTO ANTÔNIO DO MONTE;-20,087219;-45,293936
SANTO ANTÔNIO DO RETIRO;-15,342634;-42,624377
SANTO ANTÔNIO DO RIO ABAIXO;-19,22568;-43,253057
SANTO HIPÓLITO;-18,28781;-44,221698
SANTOS DUMONT;-21,457532;-43,553752
SÃO BENTO ABADE;-21,579048;-45,075361
SÃO BRÁS DO SUAÇUÍ;-20,626504;-43,952675
SÃO DOMINGOS DAS DORES;-19,529446;-42,009508
SÃO DOMINGOS DO PRATA;-19,871028;-42,960363
SÃO FÉLIX DE MINAS;-18,586106;-41,490353
SÃO FRANCISCO;-15,952564;-44,861313
SÃO FRANCISCO DE PAULA;-20,713532;-44,982631
SÃO FRANCISCO DE SALES;-19,865114;-49,765566
SÃO FRANCISCO DO GLÓRIA;-20,792301;-42,268221
SÃO GERALDO;-20,920848;-42,837664
SÃO GERALDO DA PIEDADE;-18,844031;-42,289135
SÃO GERALDO DO BAIXIO;-18,918809;-41,363628
SÃO GONÇALO DO ABAETÉ;-18,341113;-45,834246
SÃO GONÇALO DO PARÁ;-19,985685;-44,857189
SÃO GONÇALO DO RIO ABAIXO;-19,831801;-43,34804
SÃO GONÇALO DO SAPUCAÍ;-21,891905;-45,594638
SÃO GOTARDO;-19,3127;-46,053144
SÃO JOÃO BATISTA DO GLÓRIA;-20,639037;-46,503461
SÃO JOÃO DA LAGOA;-16,852055;-44,349089
SÃO JOÃO DA MATA;-21,934853;-45,92653
SÃO JOÃO DA PONTE;-15,924513;-44,008955
SÃO JOÃO DAS MISSÕES;-14,882533;-44,081262
SÃO JOÃO DEL REI;-21,135509;-44,260973
SÃO JOÃO DO MANHUAÇU;-20,3955;-42,152158
SÃO JOÃO DO MANTENINHA;-18,727837;-41,158748
SÃO JOÃO DO ORIENTE;-19,337666;-42,15646
SÃO JOÃO DO PACUÍ;-16,538375;-44,529571
SÃO JOÃO DO PARAÍSO;-15,318438;-42,011422
SÃO JOÃO EVANGELISTA;-18,545187;-42,776048
SÃO JOÃO NEPOMUCENO;-21,535697;-43,011286
SÃO JOAQUIM DE BICAS;-20,063468;-44,266273
SÃO JOSÉ DA BARRA;-20,722091;-46,31933
SÃO JOSÉ DA LAPA;-19,698627;-43,959956
SÃO JOSÉ DA SAFIRA;-18,325117;-42,146411
SÃO JOSÉ DA VARGINHA;-19,704806;-44,56106
SÃO JOSÉ DO ALEGRE;-22,329055;-45,530188
SÃO JOSÉ DO DIVINO;-18,483263;-41,391209
SÃO JOSÉ DO GOIABAL;-19,927983;-42,70986
SÃO JOSÉ DO JACURI;-18,275811;-42,666627
SÃO JOSÉ DO MANTIMENTO;-20,005999;-41,749073
SÃO LOURENÇO;-22,117769;-45,053373
SÃO MIGUEL DO ANTA;-20,705918;-42,720899
SÃO PEDRO DA UNIÃO;-21,133458;-46,621327
SÃO PEDRO DOS FERROS;-20,17191;-42,523901
SÃO PEDRO DO SUAÇUÍ;-18,365506;-42,600232
SÃO ROMÃO;-16,368639;-45,069135
SÃO ROQUE DE MINAS;-20,250671;-46,368995
SÃO SEBASTIÃO DA BELA VISTA;-22,155006;-45,754789
SÃO SEBASTIÃO DA VARGEM ALEGRE;-21,07383;-42,638666
SÃO SEBASTIÃO DO ANTA;-19,500107;-41,979599
SÃO SEBASTIÃO DO MARANHÃO;-18,091372;-42,565746
SÃO SEBASTIÃO DO OESTE;-20,274095;-45,003134
SÃO SEBASTIÃO DO PARAÍSO;-20,918065;-46,986472
SÃO SEBASTIÃO DO RIO PRETO;-19,285767;-43,174734
SÃO SEBASTIÃO DO RIO VERDE;-22,215056;-44,977736
SÃO TIAGO;-20,900946;-44,503992
SÃO TOMÁS DE AQUINO;-20,784994;-47,096783
SÃO THOMÉ DAS LETRAS;-21,720723;-44,987008
SÃO VICENTE DE MINAS;-21,697472;-44,454684
SAPUCAÍ-MIRIM;-22,751596;-45,740926
SARDOÁ;-18,783265;-42,366129
SARZEDO;-20,034535;-44,145867
SETUBINHA;-17,597019;-42,166438
SEM-PEIXE;-20,102536;-42,841902
SENADOR AMARAL;-22,588722;-46,180234
SENADOR CORTES;-21,802517;-42,944332
SENADOR FIRMINO;-20,91806;-43,10413
SENADOR JOSÉ BENTO;-22,166607;-46,179473
SENADOR MODESTINO GONÇALVES;-17,946025;-43,222975
SENHORA DE OLIVEIRA;-20,7939;-43,337732
SENHORA DO PORTO;-18,898008;-43,081756
SENHORA DOS REMÉDIOS;-21,033083;-43,586382
SERICITA;-20,471555;-42,482007
SERITINGA;-21,911349;-44,521445
SERRA AZUL DE MINAS;-18,36228;-43,174459
SERRA DA SAUDADE;-19,440562;-45,79659
SERRA DOS AIMORÉS;-17,785747;-40,243169
SERRA DO SALITRE;-19,111796;-46,692109
SERRANIA;-21,546681;-46,043145
SERRANÓPOLIS DE MINAS;-15,808784;-42,874386
SERRANOS;-21,888782;-44,506754
SERRO;-18,604442;-43,388631
SETE LAGOAS;-19,458287;-44,239595
SILVEIRÂNIA;-21,164638;-43,217878
SILVIANÓPOLIS;-22,027997;-45,832447
SIMÃO PEREIRA;-21,964857;-43,314956
SIMONÉSIA;-20,12203;-42,003857
SOBRÁLIA;-19,235549;-42,098654
SOLEDADE DE MINAS;-22,059206;-45,041023
TABULEIRO;-21,357578;-43,245605
TAIOBEIRAS;-15,811521;-42,227916
TAPARUBA;-19,76147;-41,615858
TAPIRA;-19,925579;-46,821915
TAPIRAÍ;-19,885806;-46,01857
TAQUARAÇU DE MINAS;-19,673848;-43,687143
TARUMIRIM;-19,281495;-42,007735
TEIXEIRAS;-20,649067;-42,862644
TEÓFILO OTONI;-17,86254;-41,509635
TIMÓTEO;-19,58405;-42,643942
TIRADENTES;-21,107043;-44,172692
TIROS;-19,003917;-45,963551
TOCANTINS;-21,17555;-43,0187
TOCOS DO MOJI;-22,371646;-46,096447
TOLEDO;-22,743395;-46,378973
TOMBOS;-20,902589;-42,014682
TRÊS CORAÇÕES;-21,695966;-45,254937
TRÊS MARIAS;-18,205921;-45,225735
TRÊS PONTAS;-21,36877;-45,515475
TUMIRITINGA;-18,976608;-41,63798
TUPACIGUARA;-18,599353;-48,693736
TURMALINA;-17,286412;-42,730415
TURVOLÂNDIA;-21,879389;-45,796736
UBÁ;-21,118597;-42,936786
UBAÍ;-16,297405;-44,787086
UBAPORANGA;-19,641362;-42,109216
UBERABA;-19,713535;-47,983625
UBERLÂNDIA;-18,918999;-48,27795
UMBURATIBA;-17,253607;-40,572645
UNAÍ;-16,359008;-46,899957
UNIÃO DE MINAS;-19,529737;-50,330803
URUANA DE MINAS;-16,060025;-46,256229
URUCÂNIA;-20,35087;-42,741228
URUCUIA;-16,132091;-45,737028
VARGEM ALEGRE;-19,60072;-42,299815
VARGEM BONITA;-20,326777;-46,372457
VARGEM GRANDE DO RIO PARDO;-15,402401;-42,309291
VARGINHA;-21,55708;-45,431886
VARJÃO DE MINAS;-18,383704;-46,033502
VÁRZEA DA PALMA;-17,59757;-44,730347
VARZELÂNDIA;-15,708871;-44,027948
VAZANTE;-17,991038;-46,901967
VERDELÂNDIA;-15,594542;-43,606022
VEREDINHA;-17,393969;-42,73593
VERÍSSIMO;-19,669358;-48,303711
VERMELHO NOVO;-20,034766;-42,268346
VESPASIANO;-19,69303;-43,919915
VIÇOSA;-20,752072;-42,879477
VIEIRAS;-20,865341;-42,245804
MATHIAS LOBATO;-18,579589;-41,92336
VIRGEM DA LAPA;-16,802149;-42,343281
VIRGÍNIA;-22,336972;-45,095425
VIRGINÓPOLIS;-18,82514;-42,714804
VIRGOLÂNDIA;-18,476062;-42,31081
VISCONDE DO RIO BRANCO;-21,01199;-42,839389
VOLTA GRANDE;-21,770711;-42,541285
WENCESLAU BRAZ;-22,529013;-45,356774
AFONSO CLÁUDIO;-20,07704;-41,12546
ÁGUIA BRANCA;-18,987361;-40,736638
ÁGUA DOCE DO NORTE;-18,545546;-40,976456
ALEGRE;-20,763265;-41,536488
ALFREDO CHAVES;-20,630348;-40,76005
ALTO RIO NOVO;-19,0575;-41,018684
ANCHIETA;-20,805613;-40,647659
APIACÁ;-21,156448;-41,56338
ARACRUZ;-19,823278;-40,276223
ATILIO VIVACQUA;-20,915897;-41,191242
BAIXO GUANDU;-19,514246;-41,012068
BARRA DE SÃO FRANCISCO;-18,759089;-40,890399
BOA ESPERANÇA;-18,538715;-40,302956
BOM JESUS DO NORTE;-21,129342;-41,675811
BREJETUBA;-20,157034;-41,289677
CACHOEIRO DE ITAPEMIRIM;-20,850112;-41,111919
CARIACICA;-20,294678;-40,390559
CASTELO;-20,602065;-41,202213
COLATINA;-19,53627;-40,630318
CONCEIÇÃO DA BARRA;-18,598462;-39,727474
CONCEIÇÃO DO CASTELO;-20,365581;-41,245348
DIVINO DE SÃO LOURENÇO;-20,620471;-41,679976
DOMINGOS MARTINS;-20,364239;-40,659396
DORES DO RIO PRETO;-20,692894;-41,849577
ECOPORANGA;-18,375252;-40,830081
FUNDÃO;-19,933447;-40,403765
GOVERNADOR LINDENBERG;-19,252807;-40,457766
GUAÇUÍ;-20,775338;-41,679496
GUARAPARI;-20,665975;-40,495021
IBATIBA;-20,23402;-41,507208
IBIRAÇU;-19,83188;-40,371666
IBITIRAMA;-20,538731;-41,659412
ICONHA;-20,797145;-40,811221
IRUPI;-20,348597;-41,647528
ITAGUAÇU;-19,802508;-40,856598
ITAPEMIRIM;-21,0111;-40,836145
ITARANA;-19,872348;-40,879791
IÚNA;-20,3486;-41,532889
JAGUARÉ;-18,900436;-40,086141
JERÔNIMO MONTEIRO;-20,797698;-41,402935
JOÃO NEIVA;-19,752959;-40,38088
LARANJA DA TERRA;-19,898693;-41,055244
LINHARES;-19,398106;-40,065306
MANTENÓPOLIS;-18,861179;-41,117737
MARATAÍZES;-21,042996;-40,830187
MARECHAL FLORIANO;-20,426709;-40,680383
MARILÂNDIA;-19,412813;-40,550951
MIMOSO DO SUL;-21,065374;-41,364425
MONTANHA;-18,126857;-40,363421
MUCURICI;-18,097236;-40,517927
MUNIZ FREIRE;-20,456546;-41,417514
MUQUI;-20,953692;-41,346214
NOVA VENÉCIA;-18,712906;-40,401548
PANCAS;-19,22442;-40,856003
PEDRO CANÁRIO;-18,297192;-39,954937
PINHEIROS;-18,413323;-40,217728
PIÚMA;-20,837609;-40,727981
PONTO BELO;-18,129126;-40,538134
PRESIDENTE KENNEDY;-21,100148;-41,051896
RIO BANANAL;-19,277086;-40,322478
RIO NOVO DO SUL;-20,864586;-40,936228
SANTA LEOPOLDINA;-20,098891;-40,53321
SANTA MARIA DE JETIBÁ;-20,028814;-40,741618
SANTA TERESA;-19,937714;-40,598998
SÃO DOMINGOS DO NORTE;-19,148169;-40,621878
SÃO GABRIEL DA PALHA;-19,021965;-40,5296
SÃO JOSÉ DO CALÇADO;-21,02613;-41,656088
SÃO MATEUS;-18,718447;-39,858201
SÃO ROQUE DO CANAÃ;-19,725307;-40,643139
SERRA;-20,15677;-40,275217
SOORETAMA;-19,19195;-40,096491
VARGEM ALTA;-20,671678;-41,007148
VENDA NOVA DO IMIGRANTE;-20,331518;-41,129053
VIANA;-20,390863;-40,495624
VILA PAVÃO;-18,620803;-40,602411
VILA VALÉRIO;-18,993617;-40,39059
VILA VELHA;-20,338374;-40,293957
VITÓRIA;-20,320154;-40,322209
ANGRA DOS REIS;-23,009116;-44,319627
APERIBÉ;-21,619422;-42,104917
ARARUAMA;-22,877438;-42,341096
AREAL;-22,236912;-43,10107
ARMAÇÃO DOS BÚZIOS;-22,757764;-41,887749
ARRAIAL DO CABO;-22,967638;-42,028336
BARRA DO PIRAÍ;-22,469596;-43,828452
BARRA MANSA;-22,545301;-44,172431
BELFORD ROXO;-22,764556;-43,399625
BOM JARDIM;-22,153305;-42,417211
BOM JESUS DO ITABAPOANA;-21,134497;-41,67768
CABO FRIO;-22,880765;-42,020075
CACHOEIRAS DE MACACU;-22,467571;-42,663164
CAMBUCI;-21,577277;-41,908636
CARAPEBUS;-22,182595;-41,664011
COMENDADOR LEVY GASPARIAN;-22,033359;-43,217224
CAMPOS DOS GOYTACAZES;-21,751899;-41,330476
CANTAGALO;-21,98184;-42,365978
CARDOSO MOREIRA;-21,496157;-41,613296
CARMO;-21,929312;-42,609718
CASIMIRO DE ABREU;-22,479537;-42,204211
CONCEIÇÃO DE MACABU;-22,087872;-41,867759
CORDEIRO;-22,027777;-42,363031
DUAS BARRAS;-22,058906;-42,515098
DUQUE DE CAXIAS;-22,785253;-43,309888
ENGENHEIRO PAULO DE FRONTIN;-22,543685;-43,679477
GUAPIMIRIM;-22,519596;-42,97833
IGUABA GRANDE;-22,839057;-42,222125
ITABORAÍ;-22,745863;-42,860343
ITAGUAÍ;-22,871251;-43,775041
ITALVA;-21,425103;-41,690965
ITAOCARA;-21,670503;-42,07773
ITAPERUNA;-21,210591;-41,886203
ITATIAIA;-22,497015;-44,562772
JAPERI;-22,644819;-43,653786
LAJE DO MURIAÉ;-21,205721;-42,131174
MACAÉ;-22,368705;-41,775064
MACUCO;-21,99023;-42,257074
MAGÉ;-22,654349;-43,040246
MANGARATIBA;-22,961712;-44,041127
MARICÁ;-22,916955;-42,819824
MENDES;-22,517423;-43,721487
MESQUITA;-22,768088;-43,429224
MIGUEL PEREIRA;-22,455427;-43,474676
MIRACEMA;-21,411163;-42,198411
NATIVIDADE;-21,043757;-41,97644
NILÓPOLIS;-22,807514;-43,41661
NITERÓI;-22,896452;-43,075823
NOVA FRIBURGO;-22,286461;-42,532771
NOVA IGUAÇU;-22,759835;-43,450345
PARACAMBI;-22,609727;-43,709385
PARAÍBA DO SUL;-22,161982;-43,289544
PARATY;-23,219414;-44,710859
PATY DO ALFERES;-22,427415;-43,424871
PETRÓPOLIS;-22,510599;-43,177337
PINHEIRAL;-22,515674;-44,000355
PIRAÍ;-22,628757;-43,899351
PORCIÚNCULA;-20,962608;-42,040156
PORTO REAL;-22,432948;-44,296901
QUATIS;-22,409919;-44,262711
QUEIMADOS;-22,71743;-43,55567
QUISSAMÃ;-22,10664;-41,472509
RESENDE;-22,471184;-44,443613
RIO BONITO;-22,711272;-42,625998
RIO CLARO;-22,731727;-44,139406
RIO DAS FLORES;-22,171862;-43,576433
RIO DAS OSTRAS;-22,523941;-41,936967
RIO DE JANEIRO;-22,876652;-43,227875
SANTA MARIA MADALENA;-21,966094;-42,014445
SANTO ANTÔNIO DE PÁDUA;-21,535977;-42,177912
SÃO FRANCISCO DE ITABAPOANA;-21,480138;-41,11772
SÃO FIDÉLIS;-21,643627;-41,755592
SÃO GONÇALO;-22,829547;-43,032335
SÃO JOÃO DA BARRA;-21,640458;-41,050348
SÃO JOÃO DE MERITI;-22,802331;-43,371885
SÃO JOSÉ DE UBÁ;-21,360221;-41,941232
SÃO JOSÉ DO VALE DO RIO PRETO;-22,14974;-42,923368
SÃO PEDRO DA ALDEIA;-22,837203;-42,103529
SÃO SEBASTIÃO DO ALTO;-21,954463;-42,13022
SAPUCAIA;-21,993956;-42,914175
SAQUAREMA;-22,931127;-42,496694
SEROPÉDICA;-22,743011;-43,701925
SILVA JARDIM;-22,65433;-42,389826
SUMIDOURO;-22,050669;-42,678626
TANGUÁ;-22,733937;-42,721172
TERESÓPOLIS;-22,409005;-42,962957
TRAJANO DE MORAES;-22,06138;-42,054815
TRÊS RIOS;-22,117448;-43,211609
VALENÇA;-22,244719;-43,704844
VARRE-SAI;-20,929298;-41,863295
VASSOURAS;-22,409008;-43,663874
VOLTA REDONDA;-22,509968;-44,093522
ADAMANTINA;-21,688311;-51,073365
ADOLFO;-21,23273;-49,649721
AGUAÍ;-22,059684;-46,979693
ÁGUAS DA PRATA;-21,934829;-46,716767
ÁGUAS DE LINDÓIA;-22,473822;-46,631779
ÁGUAS DE SANTA BÁRBARA;-22,869149;-49,238608
ÁGUAS DE SÃO PEDRO;-22,59734;-47,883975
AGUDOS;-22,474037;-48,990156
ALAMBARI;-23,553899;-47,893588
ALFREDO MARCONDES;-21,952741;-51,412938
ALTAIR;-20,523305;-49,060111
ALTINÓPOLIS;-21,024583;-47,37328
ALTO ALEGRE;-21,581689;-50,163597
ALUMÍNIO;-23,533373;-47,259057
ÁLVARES FLORENCE;-20,319876;-49,911185
ÁLVARES MACHADO;-22,077779;-51,468797
ÁLVARO DE CARVALHO;-22,076375;-49,720609
ALVINLÂNDIA;-22,44501;-49,763033
AMERICANA;-22,740884;-47,330363
AMÉRICO BRASILIENSE;-21,730037;-48,106605
AMÉRICO DE CAMPOS;-20,296402;-49,727027
AMPARO;-22,699389;-46,765086
ANALÂNDIA;-22,128785;-47,660766
ANDRADINA;-20,901464;-51,378848
ANGATUBA;-23,483987;-48,40676
ANHEMBI;-22,786321;-48,126927
ANHUMAS;-22,293237;-51,386074
APARECIDA;-22,848154;-45,229429
APARECIDA D'OESTE;-20,450845;-50,885616
APIAÍ;-24,513316;-48,84866
ARAÇARIGUAMA;-23,430041;-47,071548
ARAÇATUBA;-21,205476;-50,439226
ARAÇOIABA DA SERRA;-23,50732;-47,587243
ARAMINA;-20,089944;-47,786013
ARANDU;-23,133407;-49,050976
ARAPEÍ;-22,674799;-44,448107
ARARAQUARA;-21,79036;-48,17444
ARARAS;-22,357087;-47,38583
ARCO-ÍRIS;-21,773914;-50,464911
AREALVA;-22,024767;-48,920415
AREIAS;-22,582194;-44,699432
AREIÓPOLIS;-22,67394;-48,665595
ARIRANHA;-21,186127;-48,788337
ARTUR NOGUEIRA;-22,571343;-47,164301
ARUJÁ;-23,395827;-46,32049
ASPÁSIA;-20,15819;-50,726963
ASSIS;-22,662835;-50,41751
ATIBAIA;-23,116308;-46,555063
AURIFLAMA;-20,687335;-50,553959
AVAÍ;-22,156772;-49,336815
AVANHANDAVA;-21,460871;-49,942697
AVARÉ;-23,103194;-48,923263
BADY BASSITT;-20,918564;-49,448574
BALBINOS;-21,901524;-49,356473
BÁLSAMO;-20,738264;-49,579328
BANANAL;-22,682616;-44,32333
BARÃO DE ANTONINA;-23,627111;-49,566064
BARBOSA;-21,259026;-49,953989
BARIRI;-22,071978;-48,741525
BARRA BONITA;-22,491146;-48,563229
BARRA DO CHAPÉU;-24,471426;-49,027139
BARRA DO TURVO;-24,759387;-48,502343
BARRETOS;-20,558456;-48,567378
BARRINHA;-21,191744;-48,162814
BARUERI;-23,508902;-46,874653
BASTOS;-21,921037;-50,734871
BATATAIS;-20,89193;-47,586107
BAURU;-22,325123;-49,083001
BEBEDOURO;-20,949816;-48,477362
BENTO DE ABREU;-21,269108;-50,811852
BERNARDINO DE CAMPOS;-23,013553;-49,474043
BERTIOGA;-23,854015;-46,136538
BILAC;-21,402571;-50,48111
BIRIGUI;-21,292392;-50,339329
BIRITIBA-MIRIM;-23,571033;-46,041212
BOA ESPERANÇA DO SUL;-21,992484;-48,390597
BOCAINA;-22,133923;-48,520494
BOFETE;-23,10252;-48,260033
BOITUVA;-23,281944;-47,671473
BOM JESUS DOS PERDÕES;-23,130837;-46,466493
BOM SUCESSO DE ITARARÉ;-24,318263;-49,143762
BORÁ;-22,270117;-50,544881
BORACÉIA;-22,193206;-48,779218
BORBOREMA;-21,621538;-49,07264
BOREBI;-22,567833;-48,971596
BOTUCATU;-22,888382;-48,441289
BRAGANÇA PAULISTA;-22,956896;-46,542333
BRAÚNA;-21,501021;-50,318166
BREJO ALEGRE;-21,166128;-50,187259
BRODOWSKI;-20,99014;-47,656398
BROTAS;-22,286517;-48,126833
BURI;-23,799381;-48,597415
